50 Free Name,50 Free Time,50 Free FINA,100 Br Name,100 Br Time,100 Br FINA,100 Back Name,100 Back Time,100 Bk FINA,Place of 1000,Percentile
Max Anderson,19.20532083961182,940.990990990991,Max Foster,51.91022416370146,940.990990990991,Max Lewis 2,45.682097048352425,940.990990990991,13,98.8
Noah Anderson,19.247664942468674,940.2402402402403,Noah Foster,51.925223939728276,940.2402402402403,Noah Lewis 2,45.715291027013485,940.2402402402403,14,98.7
Owen Anderson,19.249145877680785,939.4894894894895,Owen Foster,52.0258456449974,939.4894894894895,Owen Lewis 2,45.75088876424954,939.4894894894895,15,98.6
Parker Anderson,19.249213416269534,938.7387387387388,Parker Foster,52.03360877037186,938.7387387387388,Parker Lewis 2,45.75308170682567,938.7387387387388,16,98.5
Quinn Anderson,19.253130431870613,937.9879879879879,Quinn Foster,52.183862053535606,937.9879879879879,Quinn Lewis 2,45.79833810241476,937.9879879879879,17,98.4
Riley Anderson,19.25502404243552,937.2372372372372,Riley Foster,52.299190233798,937.2372372372372,Riley Lewis 2,45.85242601832264,937.2372372372372,18,98.3
Sam Anderson,19.26495598709088,936.4864864864865,Sam Foster,52.353880419251084,936.4864864864865,Sam Lewis 2,46.28482533472296,936.4864864864865,19,98.2
Taylor Anderson,19.268984155324972,935.7357357357357,Taylor Foster,52.39573901486565,935.7357357357357,Taylor Lewis 2,46.31091459388739,935.7357357357357,20,98.1
Alex Anderson,19.294336243630376,934.984984984985,Alex Foster,52.3985667392332,934.984984984985,Alex Lewis 2,46.32516131513262,934.984984984985,21,98.0
Blake Anderson,19.302475447556578,934.2342342342342,Blake Foster,52.42537282311814,934.2342342342342,Blake Lewis 2,46.3416406847566,934.2342342342342,22,97.89999999999999
Cameron Anderson,19.311935117144948,933.4834834834835,Cameron Foster,52.43035466819864,933.4834834834835,Cameron Lewis 2,46.38757442066604,933.4834834834835,23,97.8
Devon Anderson,19.316254802408352,932.7327327327328,Devon Foster,52.58257354346593,932.7327327327328,Devon Lewis 2,46.39876181223879,932.7327327327328,24,97.7
Ellis Anderson,19.319138621700155,931.981981981982,Ellis Foster,52.617051250915196,931.981981981982,Ellis Lewis 2,46.40085975180385,931.981981981982,25,97.6
Finley Anderson,19.31993521321827,931.2312312312313,Finley Foster,52.623422235269466,931.2312312312313,Finley Lewis 2,46.4024286332919,931.2312312312313,26,97.5
Gray Anderson,19.34436182073589,930.4804804804805,Gray Foster,52.62713666343453,930.4804804804805,Gray Lewis 2,46.46598129314494,930.4804804804805,27,97.39999999999999
Hunter Anderson,19.34777488809714,929.7297297297297,Hunter Foster,52.6335964132895,929.7297297297297,Hunter Lewis 2,46.50061299762482,929.7297297297297,28,97.3
Ian Anderson,19.34791970408396,928.978978978979,Ian Foster,52.638411569049666,928.978978978979,Ian Lewis 2,46.544820503526154,928.978978978979,29,97.2
Jake Anderson,19.365402999124466,928.2282282282282,Jake Foster,52.65896101427105,928.2282282282282,Jake Lewis 2,46.54594622597807,928.2282282282282,30,97.1
Kyle Anderson,19.37955895609269,927.4774774774775,Kyle Foster,52.662505760675025,927.4774774774775,Kyle Lewis 2,46.54752555672888,927.4774774774775,31,97.0
Logan Anderson,19.405259065631373,926.7267267267267,Logan Foster,52.70583425443173,926.7267267267267,Logan Lewis 2,46.63470336875157,926.7267267267267,32,96.89999999999999
Max Anderson,19.40627546673874,925.975975975976,Max Foster,52.742218937223825,925.975975975976,Max Lewis 2,46.77365036348758,925.975975975976,33,96.8
Noah Anderson,19.420961934312242,925.2252252252252,Noah Foster,52.74244641466806,925.2252252252252,Noah Lewis 2,47.09351551483574,925.2252252252252,34,96.7
Owen Anderson,19.44022221329266,924.4744744744745,Owen Foster,52.74679514402923,924.4744744744745,Owen Lewis 2,47.19237488062857,924.4744744744745,35,96.6
Parker Anderson,19.445291618680486,923.7237237237238,Parker Foster,52.76199684202228,923.7237237237238,Parker Lewis 2,47.19311247808907,923.7237237237238,36,96.5
Quinn Anderson,19.44551175107427,922.972972972973,Quinn Foster,52.771237698264535,922.972972972973,Quinn Lewis 2,47.34896386891604,922.972972972973,37,96.39999999999999
Riley Anderson,19.45129761162992,922.2222222222222,Riley Foster,52.807002123263764,922.2222222222222,Riley Lewis 2,47.35457604985809,922.2222222222222,38,96.3
Sam Anderson,19.457238478643877,921.4714714714714,Sam Foster,52.858124694929344,921.4714714714714,Sam Lewis 2,47.35462647681238,921.4714714714714,39,96.2
Taylor Anderson,19.493958727324,920.7207207207207,Taylor Foster,52.86017265666036,920.7207207207207,Taylor Lewis 2,47.357326648952636,920.7207207207207,40,96.1
Alex Anderson,19.59834223528646,919.96996996997,Alex Foster,52.86294755910255,919.96996996997,Alex Lewis 2,47.37148986437007,919.96996996997,41,96.0
Blake Anderson,19.6250355824258,919.2192192192192,Blake Foster,52.90546959891023,919.2192192192192,Blake Lewis 2,47.62623407499342,919.2192192192192,42,95.89999999999999
Cameron Anderson,19.64020828634928,918.4684684684685,Cameron Foster,52.93293874728229,918.4684684684685,Cameron Lewis 2,47.743107873139,918.4684684684685,43,95.8
Devon Anderson,19.67629944919238,917.7177177177177,Devon Foster,52.98718453975198,917.7177177177177,Devon Lewis 2,47.75846067889403,917.7177177177177,44,95.7
Ellis Anderson,19.696240671899226,916.966966966967,Ellis Foster,53.04042549449234,916.966966966967,Ellis Lewis 2,47.82162771105533,916.966966966967,45,95.6
Finley Anderson,19.78455068751387,916.2162162162163,Finley Foster,53.06798830538368,916.2162162162163,Finley Lewis 2,47.8838787220531,916.2162162162163,46,95.5
Gray Anderson,19.811790588497857,915.4654654654655,Gray Foster,53.08705753857459,915.4654654654655,Gray Lewis 2,47.943078615988654,915.4654654654655,47,95.39999999999999
Hunter Anderson,19.826043919266112,914.7147147147148,Hunter Foster,53.08777541902029,914.7147147147148,Hunter Lewis 2,47.99401828600275,914.7147147147148,48,95.3
Ian Anderson,19.853757481681104,913.9639639639639,Ian Foster,53.11047894077329,913.9639639639639,Ian Lewis 2,48.0166981304182,913.9639639639639,49,95.19999999999999
Jake Anderson,19.88490135890622,913.2132132132132,Jake Foster,53.15268662926459,913.2132132132132,Jake Lewis 2,48.13701129216934,913.2132132132132,50,95.1
Kyle Anderson,19.901547238292057,912.4624624624624,Kyle Foster,53.16123615520606,912.4624624624624,Kyle Lewis 2,48.145804460756516,912.4624624624624,51,95.0
Logan Anderson,19.921721585813415,911.7117117117117,Logan Foster,53.166007251051774,911.7117117117117,Logan Lewis 2,48.17168668973333,911.7117117117117,52,94.89999999999999
Max Anderson,19.92183715142279,910.960960960961,Max Foster,53.18898941677023,910.960960960961,Max Lewis 2,48.22658199523062,910.960960960961,53,94.8
Noah Anderson,19.931472130701636,910.2102102102102,Noah Foster,53.20043859469505,910.2102102102102,Noah Lewis 2,48.2400253368173,910.2102102102102,54,94.69999999999999
Owen Anderson,19.93986616063165,909.4594594594595,Owen Foster,53.20784639875508,909.4594594594595,Owen Lewis 2,48.24243597022041,909.4594594594595,55,94.6
Parker Anderson,19.95166630544272,908.7087087087087,Parker Foster,53.21111368574552,908.7087087087087,Parker Lewis 2,48.248262198717164,908.7087087087087,56,94.5
Quinn Anderson,19.95670023632491,907.957957957958,Quinn Foster,53.21326184912705,907.957957957958,Quinn Lewis 2,48.285106201451356,907.957957957958,57,94.39999999999999
Riley Anderson,19.96776866020336,907.2072072072073,Riley Foster,53.218286740049,907.2072072072073,Riley Lewis 2,48.29024199770242,907.2072072072073,58,94.3
Sam Anderson,20.022402112155103,906.4564564564564,Sam Foster,53.23314366696681,906.4564564564564,Sam Lewis 2,48.30629275057928,906.4564564564564,59,94.19999999999999
Taylor Anderson,20.02537423400074,905.7057057057057,Taylor Foster,53.23900189363684,905.7057057057057,Taylor Lewis 2,48.31097629024691,905.7057057057057,60,94.10000000000001
Alex Anderson,20.026191456285733,904.9549549549549,Alex Foster,53.24379468824656,904.9549549549549,Alex Lewis 2,48.31956221486166,904.9549549549549,61,94.0
Blake Anderson,20.040509150139812,904.2042042042042,Blake Foster,53.25666151427913,904.2042042042042,Blake Lewis 2,48.34766934950695,904.2042042042042,62,93.9
Cameron Anderson,20.040581092339323,903.4534534534534,Cameron Foster,53.297166577027824,903.4534534534534,Cameron Lewis 2,48.349984435597854,903.4534534534534,63,93.8
Devon Anderson,20.045684037531355,902.7027027027027,Devon Foster,53.30691141810166,902.7027027027027,Devon Lewis 2,48.367715497462434,902.7027027027027,64,93.7
Ellis Anderson,20.059361363334467,901.951951951952,Ellis Foster,53.322058815282425,901.951951951952,Ellis Lewis 2,48.37086494939805,901.951951951952,65,93.6
Finley Anderson,20.071262497701746,901.2012012012012,Finley Foster,53.336765457794186,901.2012012012012,Finley Lewis 2,48.375691328909305,901.2012012012012,66,93.5
Gray Anderson,20.07400758749492,900.4504504504505,Gray Foster,53.34983247727032,900.4504504504505,Gray Lewis 2,48.405280840152244,900.4504504504505,67,93.39999999999999
Hunter Anderson,20.07704503299185,899.6996996996997,Hunter Foster,53.36543705435511,899.6996996996997,Hunter Lewis 2,48.42463839131287,899.6996996996997,68,93.30000000000001
Ian Anderson,20.083645108311476,898.948948948949,Ian Foster,53.37829913278646,898.948948948949,Ian Lewis 2,48.44988926453519,898.948948948949,69,93.19999999999999
Jake Anderson,20.093357511601283,898.1981981981982,Jake Foster,53.38052253571946,898.1981981981982,Jake Lewis 2,48.45412204355565,898.1981981981982,70,93.10000000000001
Kyle Anderson,20.09989610626438,897.4474474474474,Kyle Foster,53.411430611674014,897.4474474474474,Kyle Lewis 2,48.458361782884396,897.4474474474474,71,93.0
Logan Anderson,20.113866904576298,896.6966966966967,Logan Foster,53.418813509522444,896.6966966966967,Logan Lewis 2,48.52515761072567,896.6966966966967,72,92.9
Max Anderson,20.139409258430724,895.9459459459459,Max Foster,53.43957534654973,895.9459459459459,Max Lewis 2,48.52901095479283,895.9459459459459,73,92.80000000000001
Noah Anderson,20.16558323635231,895.1951951951952,Noah Foster,53.440532940186486,895.1951951951952,Noah Lewis 2,48.55137143661376,895.1951951951952,74,92.7
Owen Anderson,20.17680514988668,894.4444444444445,Owen Foster,53.46773394428925,894.4444444444445,Owen Lewis 2,48.57139426872675,894.4444444444445,75,92.60000000000001
Parker Anderson,20.178166839993523,893.6936936936937,Parker Foster,53.49114594827864,893.6936936936937,Parker Lewis 2,48.60263675552247,893.6936936936937,76,92.5
Quinn Anderson,20.20307376354677,892.942942942943,Quinn Foster,53.52440368118209,892.942942942943,Quinn Lewis 2,48.604974563002685,892.942942942943,77,92.4
Riley Anderson,20.233708440518626,892.1921921921922,Riley Foster,53.55242941481309,892.1921921921922,Riley Lewis 2,48.606865523347444,892.1921921921922,78,92.30000000000001
Sam Anderson,20.245444580901662,891.4414414414415,Sam Foster,53.609085301785136,891.4414414414415,Sam Lewis 2,48.61971011431031,891.4414414414415,79,92.2
Taylor Anderson,20.25752552880259,890.6906906906906,Taylor Foster,53.64160782658638,890.6906906906906,Taylor Lewis 2,48.621125770818146,890.6906906906906,80,92.10000000000001
Alex Anderson,20.280125171114953,889.9399399399399,Alex Foster,53.67170187431577,889.9399399399399,Alex Lewis 2,48.62423895179001,889.9399399399399,81,92.0
Blake Anderson,20.283082410991387,889.1891891891892,Blake Foster,53.69091399016612,889.1891891891892,Blake Lewis 2,48.63872212957781,889.1891891891892,82,91.9
Cameron Anderson,20.286400697546682,888.4384384384384,Cameron Foster,53.75891528727912,888.4384384384384,Cameron Lewis 2,48.64098190748837,888.4384384384384,83,91.8
Devon Anderson,20.292922323349234,887.6876876876877,Devon Foster,53.76919329601343,887.6876876876877,Devon Lewis 2,48.657842801538145,887.6876876876877,84,91.7
Ellis Anderson,20.316667206487228,886.936936936937,Ellis Foster,53.78099014611988,886.936936936937,Ellis Lewis 2,48.661759039986144,886.936936936937,85,91.60000000000001
Finley Anderson,20.33630210628371,886.1861861861862,Finley Foster,53.84866251812913,886.1861861861862,Finley Lewis 2,48.6862076782746,886.1861861861862,86,91.5
Gray Anderson,20.340454127026366,885.4354354354355,Gray Foster,53.89411683673992,885.4354354354355,Gray Lewis 2,48.68885149747585,885.4354354354355,87,91.4
Hunter Anderson,20.35124079416276,884.6846846846847,Hunter Foster,53.90718446121029,884.6846846846847,Hunter Lewis 2,48.69211073951315,884.6846846846847,88,91.3
Ian Anderson,20.359476912542238,883.933933933934,Ian Foster,53.938690358554105,883.933933933934,Ian Lewis 2,48.753863588597156,883.933933933934,89,91.2
Jake Anderson,20.360661022994936,883.1831831831832,Jake Foster,53.964270924547975,883.1831831831832,Jake Lewis 2,48.75748522518964,883.1831831831832,90,91.10000000000001
Kyle Anderson,20.360688140165006,882.4324324324324,Kyle Foster,53.989244046813816,882.4324324324324,Kyle Lewis 2,48.83728616264898,882.4324324324324,91,91.0
Logan Anderson,20.36145999550702,881.6816816816817,Logan Foster,54.0389070009087,881.6816816816817,Logan Lewis 2,48.86066165863714,881.6816816816817,92,90.9
Max Anderson,20.365556735944907,880.9309309309309,Max Foster,54.07247442531437,880.9309309309309,Max Lewis 2,48.86327738091528,880.9309309309309,93,90.8
Noah Anderson,20.370720675164726,880.1801801801802,Noah Foster,54.09501520635092,880.1801801801802,Noah Lewis 2,48.88430975057761,880.1801801801802,94,90.7
Owen Anderson,20.377428499821608,879.4294294294294,Owen Foster,54.16093262755922,879.4294294294294,Owen Lewis 2,48.936602726991,879.4294294294294,95,90.60000000000001
Parker Anderson,20.385870261173114,878.6786786786787,Parker Foster,54.16958553790318,878.6786786786787,Parker Lewis 2,48.94003799940521,878.6786786786787,96,90.5
Quinn Anderson,20.388165485433852,877.927927927928,Quinn Foster,54.18562954722469,877.927927927928,Quinn Lewis 2,48.942492369049006,877.927927927928,97,90.4
Riley Anderson,20.391954321009216,877.1771771771772,Riley Foster,54.197616085356366,877.1771771771772,Riley Lewis 2,48.94476703519338,877.1771771771772,98,90.3
Sam Anderson,20.406193374316697,876.4264264264265,Sam Foster,54.23543674093177,876.4264264264265,Sam Lewis 2,48.96898544539414,876.4264264264265,99,90.2
Taylor Anderson,20.41203725778847,875.6756756756756,Taylor Foster,54.238071635662855,875.6756756756756,Taylor Lewis 2,49.01111724046022,875.6756756756756,100,90.10000000000001
Alex Anderson,20.41399736539977,874.9249249249249,Alex Foster,54.24088440716745,874.9249249249249,Alex Lewis 2,49.01176805588878,874.9249249249249,101,90.0
Blake Anderson,20.414243496070082,874.1741741741741,Blake Foster,54.25997234719634,874.1741741741741,Blake Lewis 2,49.0257139055786,874.1741741741741,102,89.9
Cameron Anderson,20.42398600155785,873.4234234234234,Cameron Foster,54.26347531981275,873.4234234234234,Cameron Lewis 2,49.03106856919477,873.4234234234234,103,89.8
Devon Anderson,20.43052219329448,872.6726726726727,Devon Foster,54.2706283826167,872.6726726726727,Devon Lewis 2,49.066523224598086,872.6726726726727,104,89.7
Ellis Anderson,20.443397226774692,871.9219219219219,Ellis Foster,54.30331395720404,871.9219219219219,Ellis Lewis 2,49.072957900541645,871.9219219219219,105,89.60000000000001
Finley Anderson,20.44559750695439,871.1711711711712,Finley Foster,54.40383123120253,871.1711711711712,Finley Lewis 2,49.08218146176376,871.1711711711712,106,89.5
Gray Anderson,20.448970242052464,870.4204204204204,Gray Foster,54.44856147208135,870.4204204204204,Gray Lewis 2,49.12011827864935,870.4204204204204,107,89.4
Hunter Anderson,20.452561161681416,869.6696696696697,Hunter Foster,54.46421245005461,869.6696696696697,Hunter Lewis 2,49.14624119434965,869.6696696696697,108,89.3
Ian Anderson,20.456198855327912,868.918918918919,Ian Foster,54.54174442653726,868.918918918919,Ian Lewis 2,49.15516081452071,868.918918918919,109,89.2
Jake Anderson,20.460525118122053,868.1681681681682,Jake Foster,54.5762170184997,868.1681681681682,Jake Lewis 2,49.161518541843826,868.1681681681682,110,89.1
Kyle Anderson,20.462299470319497,867.4174174174175,Kyle Foster,54.7295062897038,867.4174174174175,Kyle Lewis 2,49.205152143695756,867.4174174174175,111,89.0
Logan Anderson,20.46807560971887,866.6666666666666,Logan Foster,54.74470972526192,866.6666666666666,Logan Lewis 2,49.22821612229368,866.6666666666666,112,88.9
Max Anderson,20.46894791894112,865.9159159159159,Max Foster,54.76197038645526,865.9159159159159,Max Lewis 2,49.23932629310528,865.9159159159159,113,88.8
Noah Anderson,20.47168330062069,865.1651651651651,Noah Foster,54.778604276641055,865.1651651651651,Noah Lewis 2,49.244560597413546,865.1651651651651,114,88.7
Owen Anderson,20.471797614528374,864.4144144144144,Owen Foster,54.78201422241307,864.4144144144144,Owen Lewis 2,49.267420414710564,864.4144144144144,115,88.6
Parker Anderson,20.476691134075658,863.6636636636637,Parker Foster,54.83283653023204,863.6636636636637,Parker Lewis 2,49.27162484519738,863.6636636636637,116,88.5
Quinn Anderson,20.493922717120416,862.9129129129129,Quinn Foster,54.83520022660475,862.9129129129129,Quinn Lewis 2,49.27624871813471,862.9129129129129,117,88.4
Riley Anderson,20.494375485772245,862.1621621621622,Riley Foster,54.92874880236256,862.1621621621622,Riley Lewis 2,49.300986891304014,862.1621621621622,118,88.3
Sam Anderson,20.49729686498679,861.4114114114114,Sam Foster,54.94151999633915,861.4114114114114,Sam Lewis 2,49.30252128325101,861.4114114114114,119,88.2
Taylor Anderson,20.537244182378796,860.6606606606607,Taylor Foster,54.94918402424201,860.6606606606607,Taylor Lewis 2,49.320239770417615,860.6606606606607,120,88.1
Alex Anderson,20.553657586911193,859.9099099099099,Alex Foster,54.953008670701834,859.9099099099099,Alex Lewis 2,49.338165210046625,859.9099099099099,121,88.0
Blake Anderson,20.570557993024625,859.1591591591591,Blake Foster,54.956709428423565,859.1591591591591,Blake Lewis 2,49.34537916013631,859.1591591591591,122,87.9
Cameron Anderson,20.588227804098317,858.4084084084084,Cameron Foster,54.95869473049562,858.4084084084084,Cameron Lewis 2,49.37077064384648,858.4084084084084,123,87.8
Devon Anderson,20.59593106036857,857.6576576576576,Devon Foster,54.97392232485787,857.6576576576576,Devon Lewis 2,49.42293242733182,857.6576576576576,124,87.7
Ellis Anderson,20.59600540752434,856.9069069069069,Ellis Foster,54.98015052819922,856.9069069069069,Ellis Lewis 2,49.4251108799427,856.9069069069069,125,87.6
Finley Anderson,20.59839075845956,856.1561561561562,Finley Foster,54.99732595728246,856.1561561561562,Finley Lewis 2,49.42833365331771,856.1561561561562,126,87.5
Gray Anderson,20.60570050607374,855.4054054054054,Gray Foster,55.00473469215911,855.4054054054054,Gray Lewis 2,49.43860479576646,855.4054054054054,127,87.4
Hunter Anderson,20.607015256874277,854.6546546546547,Hunter Foster,55.01002202951571,854.6546546546547,Hunter Lewis 2,49.44146631353415,854.6546546546547,128,87.3
Ian Anderson,20.61276827402574,853.9039039039039,Ian Foster,55.027147863168544,853.9039039039039,Ian Lewis 2,49.469474658104815,853.9039039039039,129,87.2
Jake Anderson,20.627791622507367,853.1531531531532,Jake Foster,55.03999914362781,853.1531531531532,Jake Lewis 2,49.47091987571724,853.1531531531532,130,87.1
Kyle Anderson,20.63520662660864,852.4024024024025,Kyle Foster,55.04641107799583,852.4024024024025,Kyle Lewis 2,49.50197618370464,852.4024024024025,131,87.0
Logan Anderson,20.652848960404278,851.6516516516517,Logan Foster,55.061886484025194,851.6516516516517,Logan Lewis 2,49.5080544607726,851.6516516516517,132,86.9
Max Anderson,20.673013732090762,850.9009009009009,Max Foster,55.06302573494858,850.9009009009009,Max Lewis 2,49.50901443537427,850.9009009009009,133,86.8
Noah Anderson,20.675721635705926,850.1501501501501,Noah Foster,55.06463930779802,850.1501501501501,Noah Lewis 2,49.513551088892676,850.1501501501501,134,86.7
Owen Anderson,20.687067427080134,849.3993993993994,Owen Foster,55.08139308147572,849.3993993993994,Owen Lewis 2,49.52306928807747,849.3993993993994,135,86.6
Parker Anderson,20.698572799529778,848.6486486486486,Parker Foster,55.08866565391589,848.6486486486486,Parker Lewis 2,49.539229889658486,848.6486486486486,136,86.5
Quinn Anderson,20.701043000716098,847.8978978978979,Quinn Foster,55.09458907052766,847.8978978978979,Quinn Lewis 2,49.54612040870064,847.8978978978979,137,86.4
Riley Anderson,20.708502753818227,847.1471471471472,Riley Foster,55.10719340477317,847.1471471471472,Riley Lewis 2,49.548631237032644,847.1471471471472,138,86.3
Sam Anderson,20.717322440168374,846.3963963963964,Sam Foster,55.11534709291884,846.3963963963964,Sam Lewis 2,49.55197542672256,846.3963963963964,139,86.2
Taylor Anderson,20.720437709106072,845.6456456456457,Taylor Foster,55.11745893705871,845.6456456456457,Taylor Lewis 2,49.55514031929684,845.6456456456457,140,86.1
Alex Anderson,20.734149529067977,844.894894894895,Alex Foster,55.12498147562112,844.894894894895,Alex Lewis 2,49.55532868365128,844.894894894895,141,86.0
Blake Anderson,20.734621951770837,844.1441441441441,Blake Foster,55.12970080593642,844.1441441441441,Blake Lewis 2,49.57760529796775,844.1441441441441,142,85.9
Cameron Anderson,20.735829826456744,843.3933933933934,Cameron Foster,55.13421444089763,843.3933933933934,Cameron Lewis 2,49.58416795565824,843.3933933933934,143,85.8
Devon Anderson,20.79217578454089,842.6426426426426,Devon Foster,55.138491487249595,842.6426426426426,Devon Lewis 2,49.587993233785895,842.6426426426426,144,85.7
Ellis Anderson,20.812433527814246,841.8918918918919,Ellis Foster,55.140976104779924,841.8918918918919,Ellis Lewis 2,49.59955246351867,841.8918918918919,145,85.6
Finley Anderson,20.8223657033552,841.1411411411411,Finley Foster,55.14287869661023,841.1411411411411,Finley Lewis 2,49.606683463402675,841.1411411411411,146,85.5
Gray Anderson,20.829032841902325,840.3903903903904,Gray Foster,55.14459535011746,840.3903903903904,Gray Lewis 2,49.63675979195943,840.3903903903904,147,85.39999999999999
Hunter Anderson,20.838997352200682,839.6396396396397,Hunter Foster,55.151730919839245,839.6396396396397,Hunter Lewis 2,49.64715908361144,839.6396396396397,148,85.3
Ian Anderson,20.84733501434745,838.8888888888889,Ian Foster,55.172332714191505,838.8888888888889,Ian Lewis 2,49.65436819783979,838.8888888888889,149,85.2
Jake Anderson,20.848376177104797,838.1381381381382,Jake Foster,55.17453603420622,838.1381381381382,Jake Lewis 2,49.66752797221738,838.1381381381382,150,85.1
Kyle Anderson,20.868610806145796,837.3873873873874,Kyle Foster,55.18901007362161,837.3873873873874,Kyle Lewis 2,49.67053471804796,837.3873873873874,151,85.0
Logan Anderson,20.87185750863314,836.6366366366367,Logan Foster,55.20191810124989,836.6366366366367,Logan Lewis 2,49.687024915774025,836.6366366366367,152,84.89999999999999
Max Anderson,20.87353048826983,835.885885885886,Max Foster,55.21239762747881,835.885885885886,Max Lewis 2,49.692888800791906,835.885885885886,153,84.8
Noah Anderson,20.882090628380723,835.1351351351351,Noah Foster,55.22440054629029,835.1351351351351,Noah Lewis 2,49.695964952176176,835.1351351351351,154,84.7
Owen Anderson,20.884379898302896,834.3843843843844,Owen Foster,55.224748632601575,834.3843843843844,Owen Lewis 2,49.69830209779256,834.3843843843844,155,84.6
Parker Anderson,20.885051071616907,833.6336336336336,Parker Foster,55.23687538802192,833.6336336336336,Parker Lewis 2,49.70411941727741,833.6336336336336,156,84.5
Quinn Anderson,20.900259080577722,832.8828828828829,Quinn Foster,55.23719190279836,832.8828828828829,Quinn Lewis 2,49.70980327731609,832.8828828828829,157,84.39999999999999
Riley Anderson,20.9118628053142,832.1321321321321,Riley Foster,55.24521696915619,832.1321321321321,Riley Lewis 2,49.728477907078165,832.1321321321321,158,84.3
Sam Anderson,20.923978985650812,831.3813813813814,Sam Foster,55.252839902555976,831.3813813813814,Sam Lewis 2,49.75413030016304,831.3813813813814,159,84.2
Taylor Anderson,20.936122360221713,830.6306306306307,Taylor Foster,55.26807341398793,830.6306306306307,Taylor Lewis 2,49.766061844354624,830.6306306306307,160,84.1
Alex Anderson,20.938789193870903,829.8798798798799,Alex Foster,55.280698704127055,829.8798798798799,Alex Lewis 2,49.77268464014613,829.8798798798799,161,84.0
Blake Anderson,20.940669715023528,829.1291291291292,Blake Foster,55.29134033854592,829.1291291291292,Blake Lewis 2,49.83272634683847,829.1291291291292,162,83.89999999999999
Cameron Anderson,20.940699996999996,828.3783783783783,Cameron Foster,55.32122381553733,828.3783783783783,Cameron Lewis 2,49.850004011408124,828.3783783783783,163,83.8
Devon Anderson,20.946663139090575,827.6276276276276,Devon Foster,55.34641132501665,827.6276276276276,Devon Lewis 2,49.85164265007159,827.6276276276276,164,83.7
Ellis Anderson,20.953684032574415,826.8768768768768,Ellis Foster,55.34996557539254,826.8768768768768,Ellis Lewis 2,49.89530914270938,826.8768768768768,165,83.6
Finley Anderson,20.9657663198385,826.1261261261261,Finley Foster,55.35407081440743,826.1261261261261,Finley Lewis 2,49.95784815560532,826.1261261261261,166,83.5
Gray Anderson,20.971833679328405,825.3753753753754,Gray Foster,55.37187380421215,825.3753753753754,Gray Lewis 2,49.970860275451784,825.3753753753754,167,83.39999999999999
Hunter Anderson,20.97220591678619,824.6246246246246,Hunter Foster,55.41861830932785,824.6246246246246,Hunter Lewis 2,49.97457533306228,824.6246246246246,168,83.3
Ian Anderson,20.995330548693694,823.8738738738739,Ian Foster,55.43418542741537,823.8738738738739,Ian Lewis 2,49.97605093451221,823.8738738738739,169,83.2
Jake Anderson,21.004865413113638,823.1231231231232,Jake Foster,55.441816340569495,823.1231231231232,Jake Lewis 2,49.9819411630621,823.1231231231232,170,83.1
Kyle Anderson,21.007193308297527,822.3723723723724,Kyle Foster,55.46466484415505,822.3723723723724,Kyle Lewis 2,50.02253159131244,822.3723723723724,171,83.0
Logan Anderson,21.018266137767405,821.6216216216217,Logan Foster,55.47164883533434,821.6216216216217,Logan Lewis 2,50.073901417873344,821.6216216216217,172,82.89999999999999
Max Anderson,21.023719722910517,820.8708708708709,Max Foster,55.47221946420319,820.8708708708709,Max Lewis 2,50.086255835387384,820.8708708708709,173,82.80000000000001
